53505.44485 20.85 0.48 0
53524.44747 20.09 0.30 0
53559.33849 20.95 0.50 0
53646.15731 20.72 0.46 0
53686.16595 20.18 0.33 0
53686.17238 20.22 0.34 0
53874.41374 18.72 0.47 0
53907.34357 20.48 0.41 0
54004.15676 20.24 0.30 0
54004.16489 20.31 0.33 0
54030.13567 20.48 0.35 0
54037.14506 20.55 0.37 0
54052.09645 20.76 0.41 0
54058.07381 20.10 0.29 0
54244.42444 20.26 0.33 0
54244.44067 20.64 0.41 0
54949.46353 20.63 0.44 0
55034.32556 20.43 0.51 0
55040.27956 20.44 0.37 0
55071.14448 19.78 0.33 0
55092.22113 20.30 0.34 0
55121.16750 20.15 0.31 0
55144.08277 20.18 0.32 0
55352.37344 20.49 0.38 0
55360.33497 20.61 0.41 0
55478.19344 20.34 0.34 0
55506.12308 20.65 0.54 0
55517.10319 19.60 0.30 0
55531.07536 19.83 0.34 0
55680.46998 21.02 0.44 0
56091.37846 20.52 0.39 0
56185.23991 19.38 0.18 0
56185.24903 20.84 0.40 0
56185.25824 18.76 0.14 0
56192.14995 20.79 0.47 0
56424.46402 20.55 0.41 0
56445.41939 20.54 0.42 0
56463.39577 20.84 0.48 0
56513.30478 20.96 0.52 0
56513.31199 20.73 0.46 0
56560.18020 20.85 0.46 0
