53532.43500 20.96 0.51 0
53532.44265 20.90 0.49 0
53552.42845 20.16 0.33 0
53552.43491 19.89 0.28 0
53553.41911 20.17 0.33 0
53553.43212 19.93 0.29 0
53627.23546 20.17 0.37 0
53637.24679 20.35 0.37 0
53644.24684 19.42 0.22 0
53644.26388 19.46 0.23 0
53673.19067 20.23 0.15 0
53673.19733 19.98 0.13 0
53673.20402 20.09 0.14 0
53673.21070 20.22 0.15 0
53675.17653 20.24 0.33 0
53675.18946 20.48 0.37 0
53702.10359 19.92 0.28 0
53704.12032 20.10 0.14 0
53704.12618 20.13 0.14 0
53704.13193 20.33 0.16 0
53704.13760 19.94 0.13 0
53744.07580 19.91 0.29 0
53906.43807 20.75 0.48 0
53937.38992 20.31 0.38 0
53975.29842 20.40 0.34 0
53975.31651 21.15 0.51 0
54010.18254 20.42 0.17 0
54010.18739 21.12 0.24 0
54010.19217 20.49 0.18 0
54010.19706 20.72 0.21 0
54028.27386 20.84 0.20 0
54028.27845 20.76 0.19 0
54028.28308 20.37 0.16 0
54028.28768 20.93 0.21 0
54053.09234 20.47 0.17 0
54053.09966 20.94 0.21 0
54053.10691 21.00 0.22 0
54053.11403 21.17 0.26 0
54264.43752 21.03 0.53 0
54415.08532 21.02 0.22 0
54415.09193 21.38 0.24 0
54415.09862 20.91 0.19 0
54415.10532 20.86 0.19 0
54466.12816 21.37 0.32 0
54466.13338 21.39 0.32 0
54466.13854 20.87 0.24 0
54466.14373 21.59 0.36 0
54675.44105 21.90 0.45 0
54675.44580 21.12 0.31 0
54716.31923 20.99 0.27 0
54716.32461 20.90 0.26 0
54716.33019 20.95 0.27 0
54716.33556 20.78 0.25 0
54730.22993 20.45 0.19 0
54730.23770 20.99 0.22 0
54730.25315 20.96 0.21 0
54731.21814 21.07 0.22 0
54731.22695 20.73 0.18 0
54731.23585 20.98 0.21 0
54731.24473 20.95 0.21 0
54747.18025 20.14 0.16 0
54747.18501 20.48 0.18 0
54747.18980 21.07 0.24 0
54747.19460 21.19 0.26 0
54763.15420 21.03 0.21 0
54763.16222 20.76 0.18 0
54763.17002 20.95 0.20 0
54763.17801 21.14 0.22 0
54790.12292 20.85 0.19 0
54790.12847 21.10 0.22 0
54790.13409 21.09 0.22 0
54790.13968 20.78 0.19 0
55058.36465 20.42 0.30 0
55058.37188 21.17 0.46 0
55072.28255 20.76 0.58 0
55072.28632 20.78 0.58 0
55094.23630 21.01 0.23 0
55094.24261 21.59 0.31 0
55094.24888 20.69 0.19 0
55127.21600 21.45 0.29 0
55127.22159 21.50 0.30 0
55127.22710 20.96 0.22 0
55127.23272 21.30 0.27 0
55156.10077 21.20 0.25 0
55156.10778 21.02 0.22 0
55156.11485 20.89 0.22 0
55442.29004 20.97 0.21 0
55442.29657 21.30 0.25 0
55442.30308 21.00 0.21 0
55442.30955 20.81 0.19 0
55457.24643 21.00 0.26 0
55457.26163 20.72 0.23 0
55480.27794 21.49 0.27 0
55480.29288 22.24 0.40 0
55480.30040 20.98 0.21 0
55497.18669 21.71 0.30 0
55497.19196 21.26 0.24 0
55497.19721 21.38 0.26 0
55497.20243 21.30 0.25 0
55569.08297 20.84 0.46 0
55828.27720 21.10 0.24 0
55828.28184 20.92 0.22 0
55828.28650 21.19 0.26 0
55828.29110 21.55 0.31 0
56096.43019 20.41 0.36 0
56126.44743 19.67 0.24 0
56126.45410 20.12 0.31 0
56126.46093 20.96 0.49 0
56151.37367 19.92 0.28 0
56151.38438 20.83 0.47 0
56185.35128 21.31 0.27 0
56185.35587 21.43 0.29 0
56185.36050 20.79 0.21 0
56185.36514 21.04 0.24 0
56195.29293 19.82 0.23 0
56206.19466 19.10 0.19 0
56216.17898 20.68 0.20 0
56216.18583 20.80 0.21 0
56216.19261 21.28 0.27 0
56216.19940 21.05 0.24 0
56258.17877 21.08 0.20 0
56258.18582 20.50 0.16 0
56272.12458 20.32 0.29 0
56462.43091 21.07 0.55 0
56532.34948 20.61 0.43 0
56548.34921 20.49 0.19 0
56548.35408 20.65 0.19 0
56548.36376 20.51 0.18 0
