53532.41627 19.72 0.26 0
53532.42375 19.73 0.26 0
53532.43125 20.15 0.32 0
53532.43886 19.51 0.23 0
53553.42667 20.96 0.52 0
53553.43320 19.97 0.29 0
53637.24732 18.95 0.18 0
53637.26030 19.60 0.24 0
53644.23882 20.04 0.31 0
53644.24737 19.87 0.28 0
53644.25589 19.73 0.26 0
53644.26442 19.75 0.26 0
53669.27976 19.87 0.28 0
53675.17255 19.52 0.11 0
53675.18021 19.83 0.12 0
53675.18791 19.74 0.12 0
53675.19558 19.89 0.13 0
53729.11541 19.94 0.27 0
53940.33809 20.03 0.36 0
53976.27858 19.22 0.18 0
53976.28593 20.01 0.27 0
53976.29329 19.43 0.20 0
53976.30062 20.22 0.30 0
53990.35041 19.54 0.22 0
53990.35519 19.25 0.19 0
53990.36479 19.34 0.20 0
53997.21848 19.36 0.20 0
53997.22975 19.50 0.21 0
53997.24106 20.11 0.29 0
53997.25237 20.11 0.29 0
54024.14553 19.64 0.23 0
54024.15195 19.38 0.20 0
54024.15839 19.53 0.21 0
54024.16483 19.74 0.24 0
54030.20734 19.39 0.20 0
54030.21320 19.94 0.26 0
54030.21909 20.22 0.30 0
54030.22496 19.69 0.23 0
54052.13077 19.68 0.23 0
54052.13734 20.04 0.28 0
54052.14394 20.26 0.31 0
54052.15051 19.36 0.20 0
54058.12746 19.40 0.11 0
54058.13474 19.81 0.13 0
54058.14196 19.76 0.12 0
54058.14913 19.71 0.12 0
54080.15936 19.31 0.20 0
54080.16602 19.80 0.25 0
54080.17259 19.98 0.28 0
54080.17917 19.56 0.22 0
54116.07890 20.03 0.28 0
54264.42742 19.41 0.22 0
54264.43805 20.64 0.42 0
54264.44337 19.57 0.24 0
54346.35722 19.58 0.22 0
54346.36554 19.75 0.24 0
54346.37388 19.97 0.27 0
54353.24846 20.25 0.33 0
54353.25550 20.49 0.38 0
54353.26254 20.31 0.34 0
54353.27477 19.52 0.22 0
54380.19998 19.51 0.23 0
54380.21390 19.99 0.27 0
54416.12188 19.95 0.13 0
54416.13076 20.08 0.13 0
54416.13962 19.89 0.12 0
54416.14796 19.84 0.25 0
54416.14851 19.92 0.12 0
54438.10571 19.59 0.22 0
54438.11855 20.11 0.29 0
54465.07597 19.61 0.22 0
54465.09405 19.76 0.24 0
54475.08239 20.61 0.39 0
54483.07313 20.75 0.18 0
54483.07745 19.53 0.11 0
54483.08177 18.75 0.09 0
54483.08615 20.23 0.15 0
54628.40525 19.43 0.22 0
54628.41233 19.56 0.23 0
54628.41944 19.33 0.21 0
54628.42656 20.34 0.35 0
54648.38036 19.02 0.19 0
54648.38680 20.30 0.37 0
54648.39327 19.85 0.28 0
54648.39972 19.60 0.25 0
54676.42573 19.73 0.13 0
54676.43012 19.73 0.13 0
54676.43450 19.77 0.14 0
54676.43887 19.75 0.13 0
54729.32764 19.37 0.20 0
54734.29733 19.56 0.11 0
54734.30647 19.62 0.11 0
54734.31562 19.68 0.12 0
54734.32473 19.52 0.11 0
54747.20085 19.55 0.12 0
54747.20627 19.69 0.13 0
54747.21170 19.82 0.13 0
54747.21713 19.65 0.13 0
54747.22838 19.93 0.26 0
54767.19087 19.86 0.25 0
54767.19866 19.75 0.24 0
54767.21448 19.25 0.19 0
54790.11908 19.30 0.19 0
54790.12687 20.06 0.28 0
54790.13466 19.70 0.23 0
54790.14259 19.61 0.22 0
54800.08004 19.64 0.22 0
54800.09585 19.91 0.26 0
54800.10381 19.17 0.18 0
54832.10514 19.35 0.11 0
54832.10960 19.50 0.12 0
54832.11398 19.41 0.11 0
54832.11845 19.28 0.11 0
54979.43714 19.64 0.25 0
54979.44320 19.72 0.26 0
54979.44929 19.48 0.23 0
54979.45530 19.46 0.23 0
55042.32862 19.08 0.23 0
55042.33449 19.91 0.36 0
55042.34039 18.85 0.20 0
55042.34613 18.94 0.21 0
55059.42615 19.40 0.18 0
55059.43222 19.46 0.18 0
55059.43825 19.45 0.18 0
55059.44426 19.34 0.17 0
55071.29083 18.66 0.19 0
55071.29623 19.61 0.30 0
55071.30158 19.36 0.26 0
55071.30687 20.20 0.41 0
55074.27222 18.26 0.16 0
55084.34234 19.21 0.24 0
55084.35224 19.78 0.32 0
55091.23352 19.58 0.12 0
55091.24000 19.43 0.11 0
55091.24649 19.56 0.12 0
55091.25289 19.51 0.11 0
55101.26629 18.82 0.16 0
55101.27359 19.81 0.26 0
55101.28098 19.61 0.23 0
55101.28830 19.42 0.21 0
55118.13485 19.89 0.27 0
55118.14292 19.35 0.20 0
55118.15081 19.74 0.25 0
55118.15879 19.59 0.23 0
55126.17630 19.84 0.26 0
55126.18221 19.53 0.22 0
55126.18823 19.33 0.20 0
55126.19418 19.27 0.20 0
55127.21475 19.60 0.12 0
55127.22035 19.71 0.13 0
55127.22593 19.43 0.11 0
55127.23146 19.57 0.12 0
55146.14329 19.42 0.21 0
55146.15227 19.28 0.20 0
55146.16126 20.50 0.38 0
55157.09055 19.09 0.18 0
55157.09728 19.68 0.23 0
55157.10387 19.55 0.22 0
55157.11052 19.82 0.25 0
55181.05239 19.17 0.23 0
55181.06134 19.12 0.22 0
55202.07200 19.50 0.27 0
55202.07738 19.60 0.28 0
55202.08286 19.41 0.26 0
55347.44079 19.44 0.22 0
55347.45479 19.52 0.22 0
55358.41795 19.81 0.27 0
55358.43061 19.32 0.21 0
55364.42191 19.18 0.19 0
55364.42774 19.27 0.20 0
55364.43351 19.46 0.22 0
55364.43933 19.23 0.19 0
55368.40578 18.87 0.17 0
55368.41097 19.76 0.26 0
55368.41620 20.08 0.30 0
55368.42139 19.20 0.19 0
55382.43159 19.69 0.31 0
55382.43436 19.50 0.28 0
55382.43712 19.37 0.26 0
55382.43993 20.03 0.37 0
55441.38651 19.28 0.10 0
55441.39343 19.34 0.10 0
55441.40040 19.47 0.11 0
55441.40731 19.32 0.10 0
55450.28666 19.23 0.18 0
55450.29702 19.33 0.19 0
55450.30220 19.17 0.18 0
55469.25916 19.63 0.24 0
55469.27739 19.51 0.22 0
55469.28656 19.29 0.20 0
55481.22622 19.24 0.19 0
55481.24010 19.45 0.21 0
55481.24014 19.30 0.10 0
55481.24703 19.20 0.19 0
55481.24715 19.24 0.10 0
55481.25413 19.39 0.11 0
55481.26107 19.30 0.10 0
55498.16590 19.36 0.10 0
55498.17111 19.36 0.10 0
55498.17667 19.30 0.10 0
55498.18184 19.39 0.11 0
55512.10281 19.34 0.11 0
55512.10994 19.22 0.11 0
55512.11708 19.22 0.11 0
55512.12424 19.27 0.11 0
55512.20727 18.97 0.17 0
55512.22621 19.06 0.18 0
55512.23432 19.19 0.19 0
55528.14843 18.67 0.18 0
55528.16209 19.94 0.35 0
55528.16896 19.26 0.24 0
55563.09780 19.36 0.27 0
55563.10367 19.94 0.37 0
55563.10999 19.54 0.30 0
55563.11588 19.08 0.24 0
55569.08125 18.96 0.17 0
55569.08586 19.37 0.21 0
55569.09049 19.68 0.25 0
55569.09516 18.75 0.16 0
55574.08787 19.45 0.28 0
55574.09518 18.38 0.17 0
55722.44282 19.15 0.10 0
55722.44802 19.23 0.11 0
55722.45323 19.05 0.10 0
55722.45847 19.24 0.10 0
